Compound Name	InChiKeys	Pubchem ID	SMILES	pvalue	foldchange
phosphoethanolamine	SUHOOTKUPISOBE-UHFFFAOYSA-N	1015	C(COP(=O)(O)O)N	0.76956561852386	-0.367120134012875
myo.inositol	CDAISMWEOUEBRE-UHFFFAOYSA-N	892	C1(C(C(C(C(C1O)O)O)O)O)O	0.236212214549349	-0.076790375645917
adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N	190	C1=NC2=NC=NC(=C2N1)N	0.104110796509217	0.21911808369522
mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N	6251	C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O	0.214617900061561	0.612787565465636
stigmasterol	HCXVJBMSMIARIN-PHZDYDNGSA-N	5280794	CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C	0.282716286601478	-0.434956253233578
cerotinic.acid	XMHIUKTWLZUKEX-UHFFFAOYSA-N	10469	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O	0.210721168522754	0.109013556757892
alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N	5950	C[C@@H](C(=O)O)N	0.940576118282062	-0.196538185640236
X4.aminobutyric.acid	BTCSSZJGUNDROE-UHFFFAOYSA-N	119	C(CC(=O)O)CN	0.719416552544505	0.236089515059579
glycyl.proline	KZNQNBZMBZJQJO-YFKPBYRVSA-N	3013625	C1C[C@H](N(C1)C(=O)CN)C(=O)O	0.25326657643379	0.142213247520658
cholesterol	HVYWMOMLDIMFJA-DPAQBDIFSA-N	5997	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C	0.862701541370013	-0.0492725703328691
guanosine	NYHBQMYGNKIUIF-UUOKFMHZSA-N	6802	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=O)N	0.0773176145423392	0.410171343813794
maltose	GUBGYTABKSRVRQ-PICCSMPSSA-N	439186	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O	0.372139501596883	0.273875698879596
FA..15.0...pentadecylicacid.	WQEPLUUGTLDZJY-UHFFFAOYSA-N	13849	CCCCCCCCCCCCCCC(=O)O	0.476033776776678	0.184035363340712
FA..18.2...linoleicacid.	JBYXPOFIGCOSSB-XBLVEGMJSA-N	5280644	CCCCCC/C=C/C=C\CCCCCCCC(=O)O	0.487352318163894	0.0419325971978974
FA..17.1...heptadecenoicacid.	QSBYPNXLFMSGKH-CMDGGOBGSA-N	5312440	CCCCCCC/C=C/CCCCCCCC(=O)O	0.865249599886913	0.191166294254717
FA..20.3...homo.gamma.linolenicacid.	HOBAELRKJCKHQD-QNEBEIHSSA-N	5280581	CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O	0.848770801747093	0.287784953018573
FA..20.3...eicosatrienoicacid.	AHANXAKGNAKFSK-PDBXOOCHSA-N	5312529	CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O	0.954216091587953	0.145175958549411
FA..20.2...eicosadienoicacid.	XSXIVVZCUAHUJO-HZJYTTRNSA-N	6439848	CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O	0.880591795230738	0.0857181996434626
FA..17.0...margaricacid.	KEMQGTRYUADPNZ-UHFFFAOYSA-N	10465	CCCCCCCCCCCCCCCCC(=O)O	0.933390334053663	0.0113625812798723
phenylethylamine	BHHGXPLMPWCGHP-UHFFFAOYSA-N	1001	C1=CC=C(C=C1)CCN	0.660255869349029	0.282484570053679
butyrolactam.NIST	HNJBEVLQSNELDL-UHFFFAOYSA-N	12025	C1CC(=O)NC1	0.8195047788422	0.252520226996923
X1.monopalmitin	QHZLMUACJMDIAE-UHFFFAOYSA-N	14900	CCCCCCCCCCCCCCCC(=O)OCC(CO)O	0.886372271900633	0.239847120424052
fructose	RFSUNEUAIZKAJO-ARQDHWQXSA-N	439709	C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)O	0.811037223620363	-0.464061974374021
ergosterol	DNVPQKQSNYMLRS-APGDWVJJSA-N	444679	C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C	0.313582923967009	-0.0671442354208818
putrescine	KIDHWZJUCRJVML-UHFFFAOYSA-N	1045	C(CCN)CN	0.252823377294913	-0.271616440484095
glucose	WQZGKKKJIJFFOK-VFUOTHLCSA-N	64689	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O	0.0564664633189307	0.321463921974587
diacetone.alcohol.NIST	SWXVUIWOUIDPGS-UHFFFAOYSA-N	31256	CC(=O)CC(C)(C)O	0.0747167154001273	-0.39859072657239
squalene	YYGNTYWPHWGJRM-AAJYLUCBSA-N	5280370	CC(=CCCC(=CCCC(=CCC/C=C(\C)/CCC=C(C)CCC=C(C)C)C)C)C	0.425921319794074	0.285479552358602
lyxitol	HEBKCHPVOIAQTA-IMJSIDKUSA-N	439255	C([C@@H](C([C@H](CO)O)O)O)O	0.748478503927178	0.325993936115434
serine	MTCFGRXMJLQNBG-REOHCLBHSA-N	5951	C([C@@H](C(=O)O)N)O	0.540583240969357	-0.287848213597004
hexitol	FBPFZTCFMRRESA-UHFFFAOYSA-N	453	C(C(C(C(C(CO)O)O)O)O)O	0.00485053779105378	-1.88988683359806
conduritol.beta.epoxide	ZHMWOVGZCINIHW-SPHYCDKFSA-N	9989541	[C@@H]1([C@@H]([C@H](C2C([C@@H]1O)O2)O)O)O	0.168806671324133	-0.0892840843149383
X1.2.4.benzenetriol	GGNQRNBDZQJCCN-UHFFFAOYSA-N	10787	C1=CC(=C(C=C1O)O)O	0.308596851360323	0.36234926434779
glutamic.acid	WHUUTDBJXJRKMK-VKHMYHEASA-N	33032	C(CC(=O)O)[C@@H](C(=O)O)N	0.367348945886761	0.48742046307013
X5.methoxytryptamine	JTEJPPKMYBDEMY-UHFFFAOYSA-N	1833	COC1=CC2=C(C=C1)NC=C2CCN	0.357335573687365	-0.0699292956476771
shikimic.acid	JXOHGGNKMLTUBP-HSUXUTPPSA-N	8742	C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O	0.264508845510391	-1.25428851282731
adenosine	OIRDTQYFTABQOQ-KQYNXXCUSA-N	60961	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N	0.328887809969422	0.486035559264037
FA..18.0...stearicacid.	QIQXTHQIDYTFRH-UHFFFAOYSA-N	5281	CCCCCCCCCCCCCCCCCC(=O)O	0.76066263277717	-0.107646511913575
FA..22.2...docosadienoicacid.	HVGRZDASOHMCSK-AVQMFFATSA-N	5282807	CCCCC/C=C/C/C=C/CCCCCCCCCCCC(=O)O	0.827017778727567	0.152505958926325
FA..20.0...arachidicacid.	VKOBVWXKNCXXDE-UHFFFAOYSA-N	10467	CCCCCCCCCCCCCCCCCCCC(=O)O	0.316510215172289	1.95436801699869
glycerol	PEDCQBHIVMGVHV-UHFFFAOYSA-N	753	C(C(CO)O)O	0.542245717300514	-0.0400897580309199
fucose	SHZGCJCMOBCMKK-FPRJBGLDSA-N	439650	C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O	0.538554504029885	-0.102764755021476
glucose.6.phosphate	NBSCHQHZLSJFNQ-GASJEMHNSA-N	5958	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)OP(=O)(O)O	0.487889962611143	-0.69094251423763
epsilon.caprolactam	JBKVHLHDHHXQEQ-UHFFFAOYSA-N	7768	C1CCC(=O)NCC1	0.409909183559853	-0.0548572099009679
beta.sitosterol	KZJWDPNRJALLNS-VJSFXXLFSA-N	222284	CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C	0.280236546887784	-0.212884983046214
spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N	1103	C(CCNCCCN)CNCCCN	0.447451160995155	-0.138628415671654
ethanolamine	HZAXFHJVJLSVMW-UHFFFAOYSA-N	700	C(CO)N	0.921878382284271	0.117604731227466
isoribose	SRBFZHDQGSBBOR-SOOFDHNKSA-N	10975657	C1[C@H]([C@H]([C@H](C(O1)O)O)O)O	0.0850035666616765	-0.366756415778799
phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N	6140	C1=CC=C(C=C1)C[C@@H](C(=O)O)N	0.913242019437969	-0.0584836957911179
tagatose	LKDRXBCSQODPBY-OEXCPVAWSA-N	439312	C1[C@H]([C@@H]([C@@H](C(O1)(CO)O)O)O)O	0.841704310935055	-0.37980264061715
piperidone	XUWHAWMETYGRKB-UHFFFAOYSA-N	12665	C1CCNC(=O)C1	0.741476702817038	0.626286067333547
urea	XSQUKJJJFZCRTK-UHFFFAOYSA-N	1176	C(=O)(N)N	0.923504511732305	0.19806414593214
valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N	6287	CC(C)[C@@H](C(=O)O)N	0.57954775674373	-0.109369059923283
glycolic.acid	AEMRFAOFKBGASW-UHFFFAOYSA-N	757	C(C(=O)O)O	0.0188107611066513	-0.0963550638951354
benzoic.acid	WPYMKLBDIGXBTP-UHFFFAOYSA-N	243	C1=CC=C(C=C1)C(=O)O	0.285580389814956	-0.0982489132067315
phosphate	NBIIXXVUZAFLBC-UHFFFAOYSA-N	1004	OP(=O)(O)O	0.265172296565389	0.812086946453332
PC..36.5..A	DYDDZDMJSQYFGN-OIVUZXIWSA-N	24778771	CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.0241661597746828	0.408785129951092
FA..22.0...behenicacid.	UKMSUNONTOPOIO-UHFFFAOYSA-N	8215	CCCCCCCCCCCCCCCCCCCCCC(=O)O	0.28186669688589	2.68095170595086
PC..34.4.	YWDDIWXKFJEMKF-JTZVLWBESA-N	52922891	CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.0187647649992789	0.566937642351647
PC..36.6.	SPWBDEZMKCRQSX-NGPPOSSDSA-N	52922847	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.0423366133117526	0.667226298172293
PC..28.0.	CITHEXJVPOWHKC-UUWRZZSWSA-N	5459377	CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC	0.0864259957482338	0.735339180121134
PC..36.5..A.1	SUZYROYNFNQALJ-MHEIZRSESA-N	52923341	CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.0383743889922472	0.660946618326363
PC..32.2.	GPWHCUUIQMGELX-VHQDNGOZSA-N	24778764	CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC	0.0595387847018691	0.312311779411152
PC..38.7.	BNNUJTATKJXKJP-XCDHYEIISA-N	53479075	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.00878287117564046	0.566712999186405
PC..30.1.	ANKCYRKQDLQXGL-MRDDHZETSA-N	52922250	CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.0312125289018723	0.797645173395962
SM..d36.3.	YMTVMVYOUDDTQJ-UOMMIRHQSA-N	52931155	CCCCCCCC/C=C\CCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCC/C=C\CCC)O	0.192977997213649	0.592874859474577
PC..40.8.	SIMZOWLEIOYZJX-VRCXRDLJSA-N	53479127	CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.0663394614348876	0.337855568194129
PC..34.3.	CNNSEHUKQJCGTE-UPPWDXJYSA-N	24778699	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC	0.00446526545553995	0.418589904859621
PC..36.4..A	IIZPXYDJLKNOIY-JXPKJXOSSA-N	10747814	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.00815822015486432	0.530158911709416
PC..37.6.	GEINPYKZLFHHIL-HEXXMCQTSA-N	52922342	CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	0.0529626480804126	0.550160603874954
PC..34.3..1	VKVSSDKCKXJFIM-AFYHZPHLSA-N	52923213	CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.0804685679001475	0.318462711018761
PC..38.6.	PLZBTDKJYHXIEW-DZUXOTHRSA-N	52923295	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.016172366819593	0.436863331397774
PC..36.4..A.1	NKQPOVROGSWLTO-NVPMBMBWSA-N	52922783	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.234188702496245	0.543243071785902
GlcCer.d14.1.4E..20.0.2OH..	YYILQTLJZBSOCA-IMJQGFQJSA-N	70699246	CCCCCCCCCCCCCCCCCCC(C(=O)N[C@@H](CO[C@H]1C(C([C@@H]([C@H](O1)CO)O)O)O)[C@@H](/C=C/CCCCCCCCC)O)O	0.00919440784205169	0.414208374533933
PC..35.4.	OROZWUJCDDCYAU-IPUAOQJZSA-N	52922204	CCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.0717284244153911	0.520773322220581
isobutene.glycol.NIST	BTVWZWFKMIUSGS-UHFFFAOYSA-N	68410	CC(C)(CO)O	0.673028530472704	0.114583424590762
taurine	XOAAWQZATWQOTB-UHFFFAOYSA-N	1123	C(CS(=O)(=O)O)N	0.314462297406059	0.851788268306148
UDP.GlcNAc	LFTYTUAZOPRMMI-CFRASDGPSA-N	445675	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	0.536228764854277	0.29138446578604
dihydrocholesterol	QYIXCDOBOSTCEI-FBVYSKEZSA-N	66066	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C	0.157842668266426	-0.314475791183664
oleic.acid	ZQPPMHVWECSIRJ-KTKRTIGZSA-N	445639	CCCCCCCC/C=C\CCCCCCCC(=O)O	0.245890972911593	-0.372793315432922
methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N	6137	CSCC[C@@H](C(=O)O)N	0.752198140119146	-0.154160294038947
hexuronic.acid	IAJILQKETJEXLJ-UHFFFAOYSA-N	152867	C(=O)C(C(C(C(C(=O)O)O)O)O)O	0.829625069610467	0.045346452473412
lactic.acid	JVTAAEKCZFNVCJ-UHFFFAOYSA-N	612	CC(C(=O)O)O	0.0654374142162601	-0.256322539074578
nonadecanoic.acid	ISYWECDDZWTKFF-UHFFFAOYSA-N	12591	CCCCCCCCCCCCCCCCCCC(=O)O	0.590073923251924	-0.134889199565754
isoheptadecanoic.acid.NIST	IIUXHTGBZYEGHI-UHFFFAOYSA-N	164860	CC(C)CCCCCCCCCCCCCC(=O)O	0.233916938056476	0.23192341502263
