Compound Name	InChiKeys	Pubchem ID	SMILES	pvalue	foldchange
LPE..16.0.	CKPBBEOJHAPPBT-HXUWFJFHSA-N	53480922	CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN	0.178033137577758	0.117483095774196
FA..18.3...linolenicacid.	DTOSIQBPPRVQHS-PDBXOOCHSA-N	5280934	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O	0.714039487102936	0.270409675891962
LPC..20.3..1	BBNHCUBQEQJHIG-FZZJNMCHSA-N	52924055	CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.0639676156781381	0.23307312800037
FA..22.6...docosahexaenoicacid.	MBMBGCFOFBJSGT-KUBAVDMBSA-N	445580	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O	0.544057462657321	0.060385040681691
LPC..18.1.	YAMUFBLWGFFICM-PTGWMXDISA-N	16081932	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O	0.85933286937684	-0.71789107065208
FA..16.1...palmitoleicacid.	SECPZKHBENQXJG-FPLPWBNLSA-N	445638	CCCCCC/C=C\CCCCCCCC(=O)O	0.66955790565454	0.096344919641874
oxoproline	ODHCTXKNWHHXJC-VKHMYHEASA-N	7405	C1CC(=O)N[C@@H]1C(=O)O	0.646273084137763	-0.660408512024878
TG..54.5..A	OEJXMJPFOHYSIU-GRLFFVHSSA-N	9544294	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCCCC	0.549706221577535	-0.422331825279851
hexadecylglycerol.NIST	OOWQBDFWEXAXPB-UHFFFAOYSA-N	72733	CCCCCCCCCCCCCCCCOCC(CO)O	0.218365645317183	0.374262403957667
lignoceric.acid	QZZGJDVWLFXDLK-UHFFFAOYSA-N	11197	CCCCCCCCCCCCCCCCCCCCCCCC(=O)O	0.966200763774639	-0.344763369709021
cis.gondoic.acid	BITHHVVYSMSWAG-KTKRTIGZSA-N	5282768	CCCCCCCC/C=C\CCCCCCCCCC(=O)O	0.578249910033628	0.210925892775778
X2.ketoadipic.acid	FGSBNBBHOZHUBO-UHFFFAOYSA-N	71	C(CC(=O)C(=O)O)CC(=O)O	0.857448858015612	0.0792783922343538
palmitic.acid	IPCSVZSSVZVIGE-UHFFFAOYSA-N	985	CCCCCCCCCCCCCCCC(=O)O	0.936063921931178	0.0220446477185376
zymosterol	CGSJXLIKVBJVRY-XTGBIJOFSA-N	92746	C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C	0.0271840475567621	0.321492345060474
lysine	KDXKERNSBIXSRK-YFKPBYRVSA-N	5962	C(CCN)C[C@@H](C(=O)O)N	0.147766568235786	-0.614770978737674
hexadecane	DCAYPVUWAIABOU-UHFFFAOYSA-N	11006	CCCCCCCCCCCCCCCC	0.997004974281536	-0.033546575519928
dodecanol	LQZZUXJYWNFBMV-UHFFFAOYSA-N	8193	CCCCCCCCCCCCO	0.377064978475671	-0.0296485278842411
sulfuric.acid	QAOWNCQODCNURD-UHFFFAOYSA-N	1118	OS(=O)(=O)O	0.845568012809463	-0.190197907388876
myristic.acid	TUNFSRHWOTWDNC-UHFFFAOYSA-N	11005	CCCCCCCCCCCCCC(=O)O	0.691224540559436	-0.0150384503220238
isomaltose	DLRVVLDZNNYCBX-RTPHMHGBSA-N	439193	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O	0.398323909556039	-0.410124458551135
hydroxycarbamate.NIST	DRAJWRKLRBNJRQ-UHFFFAOYSA-M	16639161	C(=O)(NO)O	0.655567362741718	0.122051088851972
X4..5.dihydroxy.7.glucosyloxyflavanone	DLIKSSGEMUFQOK-SFTVRKLSSA-N	92794	C1[C@H](OC2=CC(=CC(=C2C1=O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C4=CC=C(C=C4)O	0.596783239590887	-0.333984112462433
cellobiose	GUBGYTABKSRVRQ-QUYVBRFLSA-N	6255	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	0.517066602516571	-0.817639762014736
tryptophan	QIVBCDIJIAJPQS-VIFPVBQESA-N	6305	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N	0.154060376543947	-0.944188580535913
fumaric.acid	VZCYOOQTPOCHFL-OWOJBTEDSA-N	444972	C(=C/C(=O)O)\C(=O)O	0.373006053132886	0.132852770720758
beta.alanine	UCMIRNVEIXFBKS-UHFFFAOYSA-N	239	C(CN)C(=O)O	0.274237692362657	-0.0233555629092486
isoleucine	AGPKZVBTJJNPAG-WHFBIAKZSA-N	6306	CC[C@H](C)[C@@H](C(=O)O)N	0.0489132075135605	-0.331380201582055
tyrosine	OUYCCCASQSFEME-QMMMGPOBSA-N	6057	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	0.232425047949167	-0.422967811919461
succinic.acid	KDYFGRWQOYBRFD-UHFFFAOYSA-N	1110	C(CC(=O)O)C(=O)O	0.221653359825601	-0.643961237511373
sorbitol	FBPFZTCFMRRESA-JGWLITMVSA-N	5780	C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O	0.826666756918166	-0.0657393510618061
linoleic.acid	OYHQOLUKZRVURQ-HZJYTTRNSA-N	5280450	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O	0.654163424428052	0.0156816222322682
pinitol	DSCFFEYYQKSRSV-FEPQRWDDSA-N	164619	COC1[C@@H]([C@H](C([C@@H]([C@@H]1O)O)O)O)O	0.4909287729567	-0.212292717461334
ribose	HMFHBZSHGGEWLO-SOOFDHNKSA-N	5779	C([C@@H]1[C@H]([C@H](C(O1)O)O)O)O	0.993149570369523	0.156439231694245
sucrose	CZMRCDWAGMRECN-UGDNZRGBSA-N	5988	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O	0.537987417348369	-1.4151408108934
galactose	WQZGKKKJIJFFOK-PHYPRBDBSA-N	439357	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O	0.987312629781348	-0.270780804289988
X1.hexadecanol	BXWNKGSJHAJOGX-UHFFFAOYSA-N	2682	CCCCCCCCCCCCCCCCO	0.368007552782179	0.208715516207803
methionine.sulfoxide	QEFRNWWLZKMPFJ-YGVKFDHGSA-N	158980	CS(=O)CC[C@@H](C(=O)O)N	0.390976784124014	-0.124251672672148
glycerol.alpha.phosphate	AWUCVROLDVIAJX-UHFFFAOYSA-N	754	C(C(COP(=O)(O)O)O)O	0.655892391887513	-0.735318653918405
thymine	RWQNBRDOKXIBIV-UHFFFAOYSA-N	1135	CC1=CNC(=O)NC1=O	0.276025052483679	-0.57642881910275
glutaric.acid	JFCQEDHGNNZCLN-UHFFFAOYSA-N	743	C(CC(=O)O)CC(=O)O	0.381213383533863	0.0807714179594825
X5.aminovaleric.acid	JJMDCOVWQOJGCB-UHFFFAOYSA-N	138	C(CCN)CC(=O)O	0.622102139416495	0.061017874328245
hydroxylamine	AVXURJPOCDRRFD-UHFFFAOYSA-N	787	NO	0.934171633018983	0.047953275361504
citrulline	RHGKLRLOHDJJDR-BYPYZUCNSA-N	9750	C(C[C@@H](C(=O)O)N)CNC(=O)N	0.344771026049804	-0.14803566660742
threonine	AYFVYJQAPQTCCC-GBXIJSLDSA-N	6288	C[C@H]([C@@H](C(=O)O)N)O	0.776360856315107	-0.193685696615781
spermidine	ATHGHQPFGPMSJY-UHFFFAOYSA-N	1102	C(CCNCCCN)CN	0.410042330749361	-0.261979043109898
ornithine	AHLPHDHHMVZTML-BYPYZUCNSA-N	6262	C(C[C@@H](C(=O)O)N)CN	0.331696315899668	-0.382142936734999
threonic.acid	JPIJQSOTBSSVTP-STHAYSLISA-N	5460407	C([C@@H]([C@H](C(=O)O)O)O)O	0.02867872301052	0.49685683809869
phosphoethanolamine	SUHOOTKUPISOBE-UHFFFAOYSA-N	1015	C(COP(=O)(O)O)N	0.274298488912053	-0.69660832839134
myo.inositol	CDAISMWEOUEBRE-UHFFFAOYSA-N	892	C1(C(C(C(C(C1O)O)O)O)O)O	0.137950502903079	0.488009273973315
adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N	190	C1=NC2=NC=NC(=C2N1)N	0.593313838162951	-0.0159415438690225
mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N	6251	C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O	0.585152366915415	0.00137260969851027
stigmasterol	HCXVJBMSMIARIN-PHZDYDNGSA-N	5280794	CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C	0.326816814429882	0.0182468388509704
cerotinic.acid	XMHIUKTWLZUKEX-UHFFFAOYSA-N	10469	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O	0.138233908017127	0.155246480917413
alanine	QNAYBMKLOCPYGJ-REOHCLBHSA-N	5950	C[C@@H](C(=O)O)N	0.237507842389287	-0.442474229277915
X4.aminobutyric.acid	BTCSSZJGUNDROE-UHFFFAOYSA-N	119	C(CC(=O)O)CN	0.962011798694361	0.00736262586731229
glycyl.proline	KZNQNBZMBZJQJO-YFKPBYRVSA-N	3013625	C1C[C@H](N(C1)C(=O)CN)C(=O)O	0.96245491508636	-0.160043432277147
cholesterol	HVYWMOMLDIMFJA-DPAQBDIFSA-N	5997	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C	0.0392009242405921	0.27119363577299
guanosine	NYHBQMYGNKIUIF-UUOKFMHZSA-N	6802	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=O)N	0.160478972712014	-0.1212777884062
maltose	GUBGYTABKSRVRQ-PICCSMPSSA-N	439186	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O	0.727479684332897	0.0426758140082093
FA..15.0...pentadecylicacid.	WQEPLUUGTLDZJY-UHFFFAOYSA-N	13849	CCCCCCCCCCCCCCC(=O)O	0.363782127767337	-0.128082755975882
FA..18.2...linoleicacid.	JBYXPOFIGCOSSB-XBLVEGMJSA-N	5280644	CCCCCC/C=C/C=C\CCCCCCCC(=O)O	0.868236845955511	-0.0568745709076097
FA..17.1...heptadecenoicacid.	QSBYPNXLFMSGKH-CMDGGOBGSA-N	5312440	CCCCCCC/C=C/CCCCCCCC(=O)O	0.522298964834345	0.361814642770568
FA..20.3...homo.gamma.linolenicacid.	HOBAELRKJCKHQD-QNEBEIHSSA-N	5280581	CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O	0.761601779222378	0.145515371644803
FA..20.3...eicosatrienoicacid.	AHANXAKGNAKFSK-PDBXOOCHSA-N	5312529	CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O	0.811598231301505	0.0458269087670615
FA..20.2...eicosadienoicacid.	XSXIVVZCUAHUJO-HZJYTTRNSA-N	6439848	CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O	0.976119295826482	0.119870034979542
FA..17.0...margaricacid.	KEMQGTRYUADPNZ-UHFFFAOYSA-N	10465	CCCCCCCCCCCCCCCCC(=O)O	0.111771733361765	-0.197687974233967
phenylethylamine	BHHGXPLMPWCGHP-UHFFFAOYSA-N	1001	C1=CC=C(C=C1)CCN	0.494699766922224	-0.0372542485607212
butyrolactam.NIST	HNJBEVLQSNELDL-UHFFFAOYSA-N	12025	C1CC(=O)NC1	0.066504174487715	0.773548277703332
X1.monopalmitin	QHZLMUACJMDIAE-UHFFFAOYSA-N	14900	CCCCCCCCCCCCCCCC(=O)OCC(CO)O	0.263469587158568	0.448472474844646
fructose	RFSUNEUAIZKAJO-ARQDHWQXSA-N	439709	C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)O	0.866096312087416	-0.161637163736817
ergosterol	DNVPQKQSNYMLRS-APGDWVJJSA-N	444679	C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C	0.327193426311907	0.340640819673937
putrescine	KIDHWZJUCRJVML-UHFFFAOYSA-N	1045	C(CCN)CN	0.20250537962069	0.331705902235244
glucose	WQZGKKKJIJFFOK-VFUOTHLCSA-N	64689	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O	0.95125135027321	-0.257474843148939
diacetone.alcohol.NIST	SWXVUIWOUIDPGS-UHFFFAOYSA-N	31256	CC(=O)CC(C)(C)O	0.70070000011229	-0.0318283444948566
squalene	YYGNTYWPHWGJRM-AAJYLUCBSA-N	5280370	CC(=CCCC(=CCCC(=CCC/C=C(\C)/CCC=C(C)CCC=C(C)C)C)C)C	0.844415727441802	0.00823478745016715
lyxitol	HEBKCHPVOIAQTA-IMJSIDKUSA-N	439255	C([C@@H](C([C@H](CO)O)O)O)O	0.107900681463664	1.06711034019444
serine	MTCFGRXMJLQNBG-REOHCLBHSA-N	5951	C([C@@H](C(=O)O)N)O	0.718777212909615	-0.233117317950493
hexitol	FBPFZTCFMRRESA-UHFFFAOYSA-N	453	C(C(C(C(C(CO)O)O)O)O)O	0.133719326183046	-1.10264373311243
conduritol.beta.epoxide	ZHMWOVGZCINIHW-SPHYCDKFSA-N	9989541	[C@@H]1([C@@H]([C@H](C2C([C@@H]1O)O2)O)O)O	0.0133956088058472	0.547833945191997
X1.2.4.benzenetriol	GGNQRNBDZQJCCN-UHFFFAOYSA-N	10787	C1=CC(=C(C=C1O)O)O	0.570577938418573	0.0878492525069241
glutamic.acid	WHUUTDBJXJRKMK-VKHMYHEASA-N	33032	C(CC(=O)O)[C@@H](C(=O)O)N	0.776665022081723	-0.569909192729581
X5.methoxytryptamine	JTEJPPKMYBDEMY-UHFFFAOYSA-N	1833	COC1=CC2=C(C=C1)NC=C2CCN	0.267320972677916	0.294724174402266
shikimic.acid	JXOHGGNKMLTUBP-HSUXUTPPSA-N	8742	C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O	0.511850589737674	-0.816906969518895
adenosine	OIRDTQYFTABQOQ-KQYNXXCUSA-N	60961	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N	0.103554104688585	1.02205398154348
FA..18.0...stearicacid.	QIQXTHQIDYTFRH-UHFFFAOYSA-N	5281	CCCCCCCCCCCCCCCCCC(=O)O	0.000318880094247445	-0.430344231385554
FA..22.2...docosadienoicacid.	HVGRZDASOHMCSK-AVQMFFATSA-N	5282807	CCCCC/C=C/C/C=C/CCCCCCCCCCCC(=O)O	0.909658260660907	0.185440525521347
FA..20.0...arachidicacid.	VKOBVWXKNCXXDE-UHFFFAOYSA-N	10467	CCCCCCCCCCCCCCCCCCCC(=O)O	0.274813308493918	-0.291484660652968
glycerol	PEDCQBHIVMGVHV-UHFFFAOYSA-N	753	C(C(CO)O)O	0.816288208694858	0.168707992819783
fucose	SHZGCJCMOBCMKK-FPRJBGLDSA-N	439650	C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O	0.394934638064283	0.231132556334127
glucose.6.phosphate	NBSCHQHZLSJFNQ-GASJEMHNSA-N	5958	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)OP(=O)(O)O	0.605039959115226	-0.575905747146527
epsilon.caprolactam	JBKVHLHDHHXQEQ-UHFFFAOYSA-N	7768	C1CCC(=O)NCC1	0.95551733534775	0.110140166347733
beta.sitosterol	KZJWDPNRJALLNS-VJSFXXLFSA-N	222284	CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C	0.0355980237188071	0.335234926905006
spermine	PFNFFQXMRSDOHW-UHFFFAOYSA-N	1103	C(CCNCCCN)CNCCCN	0.0628361934405211	0.546694765093092
ethanolamine	HZAXFHJVJLSVMW-UHFFFAOYSA-N	700	C(CO)N	0.62864435633412	0.255867615547292
isoribose	SRBFZHDQGSBBOR-SOOFDHNKSA-N	10975657	C1[C@H]([C@H]([C@H](C(O1)O)O)O)O	0.944133769746959	-0.111087586330354
phenylalanine	COLNVLDHVKWLRT-QMMMGPOBSA-N	6140	C1=CC=C(C=C1)C[C@@H](C(=O)O)N	0.148753188011205	-0.430133983530521
tagatose	LKDRXBCSQODPBY-OEXCPVAWSA-N	439312	C1[C@H]([C@@H]([C@@H](C(O1)(CO)O)O)O)O	0.946568414471729	-0.199128926637155
piperidone	XUWHAWMETYGRKB-UHFFFAOYSA-N	12665	C1CCNC(=O)C1	0.466182554874335	0.736493137048777
urea	XSQUKJJJFZCRTK-UHFFFAOYSA-N	1176	C(=O)(N)N	0.882094290321433	0.149152521267899
valine	KZSNJWFQEVHDMF-BYPYZUCNSA-N	6287	CC(C)[C@@H](C(=O)O)N	0.0221388377419325	-0.447583694645633
glycolic.acid	AEMRFAOFKBGASW-UHFFFAOYSA-N	757	C(C(=O)O)O	0.172806326643304	0.327000890065138
benzoic.acid	WPYMKLBDIGXBTP-UHFFFAOYSA-N	243	C1=CC=C(C=C1)C(=O)O	0.441747643217138	-0.0423802956306627
phosphate	NBIIXXVUZAFLBC-UHFFFAOYSA-N	1004	OP(=O)(O)O	0.936837188046185	-0.557261289782268
PC..36.5..A	DYDDZDMJSQYFGN-OIVUZXIWSA-N	24778771	CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.319926696929151	0.128687783167118
FA..22.0...behenicacid.	UKMSUNONTOPOIO-UHFFFAOYSA-N	8215	CCCCCCCCCCCCCCCCCCCCCC(=O)O	0.290418177884498	-0.178998936108227
PC..34.4.	YWDDIWXKFJEMKF-JTZVLWBESA-N	52922891	CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.169570577977957	0.279683958732166
PC..36.6.	SPWBDEZMKCRQSX-NGPPOSSDSA-N	52922847	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.148664156505387	0.39285614344751
PC..28.0.	CITHEXJVPOWHKC-UUWRZZSWSA-N	5459377	CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC	0.290613202068568	0.362208812461368
PC..36.5..A.1	SUZYROYNFNQALJ-MHEIZRSESA-N	52923341	CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.190021926873549	0.328973982982687
PC..32.2.	GPWHCUUIQMGELX-VHQDNGOZSA-N	24778764	CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC	0.207670283429912	0.220950447162542
PC..38.7.	BNNUJTATKJXKJP-XCDHYEIISA-N	53479075	CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.0897661402968324	0.260607470907898
PC..30.1.	ANKCYRKQDLQXGL-MRDDHZETSA-N	52922250	CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.171632126026564	0.409143571037298
SM..d36.3.	YMTVMVYOUDDTQJ-UOMMIRHQSA-N	52931155	CCCCCCCC/C=C\CCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCC/C=C\CCC)O	0.393445250638595	0.363778456393113
PC..40.8.	SIMZOWLEIOYZJX-VRCXRDLJSA-N	53479127	CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C	0.197209001924303	0.167357577295512
PC..34.3.	CNNSEHUKQJCGTE-UPPWDXJYSA-N	24778699	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC	0.213533609799443	0.168201085831051
PC..36.4..A	IIZPXYDJLKNOIY-JXPKJXOSSA-N	10747814	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.220973327208668	0.24473667620947
PC..37.6.	GEINPYKZLFHHIL-HEXXMCQTSA-N	52922342	CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC	0.0913499047967776	0.449975060796772
PC..34.3..1	VKVSSDKCKXJFIM-AFYHZPHLSA-N	52923213	CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.0497373192214361	0.391782259883849
PC..38.6.	PLZBTDKJYHXIEW-DZUXOTHRSA-N	52923295	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.149112474876846	0.202632549677194
PC..36.4..A.1	NKQPOVROGSWLTO-NVPMBMBWSA-N	52922783	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C	0.253104679004734	0.52556725298327
GlcCer.d14.1.4E..20.0.2OH..	YYILQTLJZBSOCA-IMJQGFQJSA-N	70699246	CCCCCCCCCCCCCCCCCCC(C(=O)N[C@@H](CO[C@H]1C(C([C@@H]([C@H](O1)CO)O)O)O)[C@@H](/C=C/CCCCCCCCC)O)O	0.247730308767803	0.139275967776948
PC..35.4.	OROZWUJCDDCYAU-IPUAOQJZSA-N	52922204	CCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC	0.0854519201123862	0.492628408196659
isobutene.glycol.NIST	BTVWZWFKMIUSGS-UHFFFAOYSA-N	68410	CC(C)(CO)O	0.653351214399483	0.269922019684163
taurine	XOAAWQZATWQOTB-UHFFFAOYSA-N	1123	C(CS(=O)(=O)O)N	0.728577343170095	0.256184895516997
UDP.GlcNAc	LFTYTUAZOPRMMI-CFRASDGPSA-N	445675	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O	0.100481936080325	0.560413959339623
dihydrocholesterol	QYIXCDOBOSTCEI-FBVYSKEZSA-N	66066	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C	0.376026247560868	0.0767857402604211
oleic.acid	ZQPPMHVWECSIRJ-KTKRTIGZSA-N	445639	CCCCCCCC/C=C\CCCCCCCC(=O)O	0.7155796429709	-0.142973307748628
methionine	FFEARJCKVFRZRR-BYPYZUCNSA-N	6137	CSCC[C@@H](C(=O)O)N	0.124323765832078	-0.61874062095738
hexuronic.acid	IAJILQKETJEXLJ-UHFFFAOYSA-N	152867	C(=O)C(C(C(C(C(=O)O)O)O)O)O	0.947435420250333	0.102955488846829
lactic.acid	JVTAAEKCZFNVCJ-UHFFFAOYSA-N	612	CC(C(=O)O)O	0.0780037952340974	0.519294364413097
nonadecanoic.acid	ISYWECDDZWTKFF-UHFFFAOYSA-N	12591	CCCCCCCCCCCCCCCCCCC(=O)O	0.848751334973309	-0.0710406198826394
isoheptadecanoic.acid.NIST	IIUXHTGBZYEGHI-UHFFFAOYSA-N	164860	CC(C)CCCCCCCCCCCCCC(=O)O	0.481280067813942	0.122229470830526
