InChI.Key,analyte.x,Pr(>Chisq)_overall,DO_p.value,pH_p.value,pH:DO_p.value,BinBase.name,PubChem,KEGG,SMILES,analyte.y,Annotation,logFC_HL,logFC_LH,logFC_LL,logRSDfc_HL,logRSDfc_LH,logRSDfc_LL,CohenD_HL_effect,Mag_HL_effect,CI_inf_HL_effect,CI_sup_HL_effect,CohenD_LH_effect,Mag_LH_effect,CI_inf_LH_effect,CI_sup_LH_effect,CohenD_LL_effect,Mag_LL_effect,CI_inf_LL_effect,CI_sup_LL_effect
BHHGXPLMPWCGHP-UHFFFAOYSA-N,phenylethylamine,0.708520747655798,0.660255869349029,0.494699766922224,0.568600024570103,phenylethylamine,1001,C05332,C1=CC=C(C=C1)CCN,phenylethylamine,phenylethylamine,0.282484570053679,-0.0372542485607212,-0.0789785233188915,0.557106901913567,0.165817309103754,0.231963174245908,-0.26011260185844,small,-0.990940618426355,0.470715414709474,0.0424449092953011,negligible,-0.698744550980458,0.78363436957106,0.0878259249619217,negligible,-0.640281891274273,0.815933741198116
BITHHVVYSMSWAG-KTKRTIGZSA-N,cis.gondoic.acid,0.776022156279186,0.556187922540696,0.578249910033628,0.853489767247937,cis-gondoic acid,5282768,C16526,CCCCCCCC/C=C\CCCCCCCCCC(=O)O,cis.gondoic.acid,cis.gondoic.acid,0.213721999848604,0.210925892775778,0.298907809045636,-0.280369757551965,0.267324199373675,-0.779753671258762,-0.257628115401782,small,-0.988397867479733,0.47314163667617,-0.205814908866076,small,-0.948878176690119,0.537248358957966,-0.417458149471228,small,-1.15309920156606,0.318182902623606
BITHHVVYSMSWAG-KTKRTIGZSA-N,cis.gondoic.acid,0.776022156279186,0.556187922540696,0.578249910033628,0.853489767247937,cis-gondoic acid,5282768,C16526,CCCCCCCC/C=C\CCCCCCCCCC(=O)O,3.32_309.28,FA..20:1...eicosenoicacid.,0.0436640551961744,0.016289395945762,-0.250823060320485,-0.261834323705734,-0.671427306135629,-0.77600082785816,-0.0243478190062459,negligible,-0.752131841143546,0.703436203131055,-0.0100159116260924,negligible,-0.737777533076492,0.717745709824308,0.147869735474612,negligible,-0.594247276893728,0.889986747842953
BITHHVVYSMSWAG-KTKRTIGZSA-N,FA..20.1...eicosenoicacid.,0.901882974849007,0.739354631780368,0.717474392035384,0.691420626930818,FA (20:1) (eicosenoicacid) ,5282768,C16526,CCCCCCCC/C=C\CCCCCCCCCC(=O)O,cis.gondoic.acid,cis.gondoic.acid,0.213721999848604,0.210925892775778,0.298907809045636,-0.280369757551965,0.267324199373675,-0.779753671258762,-0.257628115401782,small,-0.988397867479733,0.47314163667617,-0.205814908866076,small,-0.948878176690119,0.537248358957966,-0.417458149471228,small,-1.15309920156606,0.318182902623606
BITHHVVYSMSWAG-KTKRTIGZSA-N,FA..20.1...eicosenoicacid.,0.901882974849007,0.739354631780368,0.717474392035384,0.691420626930818,FA (20:1) (eicosenoicacid) ,5282768,C16526,CCCCCCCC/C=C\CCCCCCCCCC(=O)O,3.32_309.28,FA..20:1...eicosenoicacid.,0.0436640551961744,0.016289395945762,-0.250823060320485,-0.261834323705734,-0.671427306135629,-0.77600082785816,-0.0243478190062459,negligible,-0.752131841143546,0.703436203131055,-0.0100159116260924,negligible,-0.737777533076492,0.717745709824308,0.147869735474612,negligible,-0.594247276893728,0.889986747842953
BNNUJTATKJXKJP-XCDHYEIISA-N,PC..38.7.,0.0133198658557609,0.00878287117564046,0.0897661402968324,0.305103696088192,PC (38:7) ,53479075,C00157,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C,4.60_804.55,PC..38:7.,0.566712999186405,0.260607470907898,1.26777356137687,-0.199228663144241,0.229459568058904,-0.216919799101248,-0.552872336492925,medium,-1.2944023122903,0.188657639304451,-0.215378081941891,small,-0.945242027509058,0.514485863625275,-1.16013798940433,large,-1.96109508011053,-0.359180898698129
BPUROMFCPFGBOT-ZEGPSQTJSA-N,PC..40.7.,0.0733845591519027,0.028462249303236,0.317975070261855,0.318907299301742,PC (40:7) ,24778982,C00157,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,5.11_832.58,PC..40:7.,0.319302985026582,0.111277711988663,0.7449087434051,0.0948666899198853,0.190569266512195,-0.139805158739055,-0.338782516374094,small,-1.07174143971107,0.394176406962884,-0.115093942361106,negligible,-0.843453271520864,0.613265386798651,-0.85132218749905,large,-1.62523215028176,-0.0774122247163419
BPUROMFCPFGBOT-ZEGPSQTJSA-N,PC..40.7.,0.0733845591519027,0.028462249303236,0.317975070261855,0.318907299301742,PC (40:7) ,24778982,C00157,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,5.01_890.59,PC..40:7.,0.205905156347518,0.000348224727948931,0.549963470090793,-0.684938443468855,-0.199834840083185,-0.656516124336069,-0.325169906248639,small,-1.05772053598035,0.407380723483076,-0.000474904372227728,negligible,-0.728231973127433,0.727282164382977,-0.884867999694566,large,-1.66135396976427,-0.108382029624858
BTVWZWFKMIUSGS-UHFFFAOYSA-N,isobutene.glycol.NIST,0.692821423188975,0.673028530472704,0.653351214399483,0.315738181918749,isobutene glycol NIST,68410,NA,CC(C)(CO)O,isobutene.glycol.NIST,isobutene.glycol.NIST,0.114583424590762,0.269922019684163,0.00552642320283248,0.465130384425301,0.0245756818704752,0.0806938852687216,-0.141939739829632,negligible,-0.870612599685425,0.586733120026162,-0.402540137598418,small,-1.15110527925043,0.346025004053596,-0.00812581258120305,negligible,-0.735885874381029,0.719634249218623
CDAISMWEOUEBRE-UHFFFAOYSA-N,myo.inositol,0.213212791985224,0.236212214549349,0.137950502903079,0.377760586767776,myo-inositol,892,C00137,C1(C(C(C(C(C1O)O)O)O)O)O,myo.inositol,myo.inositol,-0.076790375645917,0.488009273973315,0.0727713506745769,0.210529135102702,-0.0798380930699656,-0.209538160944466,0.0811484165638452,negligible,-0.646908100816155,0.809204933943845,-0.565267999701103,medium,-1.32101221042169,0.190476211019486,-0.0889431062247741,negligible,-0.817059900558607,0.639173688109059
CFANDHZPOSNKNO-UDHSZFGOSA-N,PE..p.36.2..or.PE..o.36.3.,0.261134855714526,0.150058732801709,0.483544614354403,0.978159129081152,PE (p-36:2) or PE (o-36:3) ,53480897,NA,CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO/C=C\CCCCCC/C=C\CCCCCCCC)COP(=O)(O)OCCN,6.55_728.56,PE..p.36:2..or.PE..o.36:3.,0.290045572436181,0.0483143304289566,0.737984951124838,0.892521490900181,0.473746293573333,0.276953966240566,-0.194886053270303,negligible,-0.924368605630579,0.534596499089973,-0.0422467605573546,negligible,-0.770084995316281,0.685591474201572,-0.649648347520909,medium,-1.41002923423697,0.110732539195152
CGSJXLIKVBJVRY-XTGBIJOFSA-N,zymosterol,0.144407050518271,0.734058820299553,0.0271840475567621,0.786812045606486,zymosterol,92746,C05437,C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,zymosterol,zymosterol,-0.115016057734202,0.321492345060474,0.311404342998092,0.144309675363179,0.0336293445792322,0.351514217003306,0.191186588449927,negligible,-0.538231150453728,0.920604327353582,-0.549973284104958,medium,-1.30494324335349,0.204996675143579,-0.45861523012048,small,-1.19587694937631,0.278646489135352
CITHEXJVPOWHKC-UUWRZZSWSA-N,PC..28.0.,0.0902446608509566,0.0864259957482338,0.290613202068568,0.648266783809329,PC (28:0) ,5459377,C00157,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,4.55_678.51_4.54_700.49,PC..28:0.,0.735339180121134,0.362208812461368,1.33482094802135,-0.503249215368647,0.297680681444794,-0.14426595640747,-0.690733858314195,medium,-1.43987806567945,0.0584103490510649,-0.244631421195268,small,-0.97510542563203,0.485842583241493,-0.990740987456764,large,-1.7759463529332,-0.205535621980331
CKLJMWTZIZZHCS-REOHCLBHSA-N,aspartic.acid,0.54590536889592,0.289498460217328,0.829608764068667,0.852720818438058,aspartic acid,5960,C00049,C([C@@H](C(=O)O)N)C(=O)O,aspartic.acid,aspartic.acid,0.617680862630953,0.0351192997637249,0.663079485722372,1.49876486992608,0.219366804866972,1.43561844044585,-0.490726012750456,small,-1.22935515180047,0.247903126299556,-0.064830348826685,negligible,-0.806130886966812,0.676470189313442,-0.542059824200217,medium,-1.28306112006103,0.198941471660597
CKPBBEOJHAPPBT-HXUWFJFHSA-N,LPE..16.0.,0.226827679843632,0.222794204586274,0.178033137577758,0.368346194218235,LPE (16:0) ,53480922,NA,CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)(O)OCCN,1.53_452.28,LPE..16:0.,0.0847389994056016,0.117483095774196,0.638393353762369,-0.781206511624996,0.117596604824732,-0.414938360363596,-0.100991136125654,negligible,-0.829211956029567,0.627229683778258,-0.107759847970018,negligible,-0.836044893032513,0.620525197092477,-0.711550605392704,medium,-1.47572149914316,0.0526202883577519
CNNSEHUKQJCGTE-UPPWDXJYSA-N,PC..34.3.,0.021092475441693,0.00446526545553995,0.213533609799443,0.789439418717398,PC (34:3) ,24778699,C00157,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,4.77_814.56,PC..34:3.,0.418589904859621,0.168201085831051,0.665024834952133,-0.274491782020976,0.4079695676693,-0.1567143502429,-0.830549350488793,large,-1.58903370838855,-0.0720649925890405,-0.253287818322888,small,-0.98395711551559,0.477381478869815,-1.24498535849398,large,-2.05463088175511,-0.43533983523285
COLNVLDHVKWLRT-QMMMGPOBSA-N,phenylalanine,0.301764102191851,0.913242019437969,0.148753188011205,0.854766902223799,phenylalanine,6140,C00079,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,phenylalanine,phenylalanine,-0.0584836957911179,-0.430133983530521,-0.42182754287891,-0.225808286645237,-0.130724621279314,-0.316995286070439,0.0706776593018095,negligible,-0.657306575473424,0.798661894077043,0.487400090738904,small,-0.264616155889187,1.239416337367,0.500612834360446,medium,-0.238455417575993,1.23968108629689
CZMRCDWAGMRECN-UGDNZRGBSA-N,sucrose,0.448067931364314,0.379115399659275,0.537987417348369,0.448008988471614,sucrose,5988,C00089,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,sucrose,sucrose,-1.97144502739073,-1.4151408108934,-1.62312474819064,-2.07750222981659,-1.07023391648091,-2.44063784841401,0.362386702369357,small,-0.371319295327375,1.09609270006609,0.2944551457826,small,-0.450651444980897,1.0395617365461,0.328527193493669,small,-0.404122599519334,1.06117698650667
DBQMOXDLWKVKKG-REWQMPQJSA-N,PC..p.38.4..or.PC..o.38.5..A,0.287508433553576,0.151294321010772,0.245241390151917,0.714662307143334,PC (p-38:4) or PC (o-38:5) A ,53480761,C00157,CCCCCC/C=C\CCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC,5.54_852.61,PC..p.38:4..or.PC..o.38:5..A,0.146649226276574,0.110217956306833,0.396018630749603,-0.298736976503736,0.535635339171776,0.198205241471904,-0.378845778298767,small,-1.1131019852389,0.355410428641369,-0.203658937371763,small,-0.933300128923512,0.525982254179986,-0.836120568710001,large,-1.60889324003733,-0.0633478973826684
DCAYPVUWAIABOU-UHFFFAOYSA-N,hexadecane,0.0370331624072657,0.0309652514361361,0.997004974281536,0.843227927497304,hexadecane,11006,C14499,CCCCCCCCCCCCCCCC,hexadecane,hexadecane,-0.633537679282716,-0.033546575519928,-0.564033860190692,1.03604282238603,0.915544962151839,1.05048504496197,1.09663631761537,large,0.316093071644582,1.87717956358615,0.0565774870229378,negligible,-0.684676706995679,0.797831681041555,0.961450398569136,large,0.192796866598524,1.73010393053975
DHMQDGOQFOQNFH-UHFFFAOYSA-N,glycine,0.86703389401845,0.585957786943512,0.597347138865637,0.792427333873901,glycine,750,C00037,C(C(=O)O)N,glycine,glycine,0.0595086558100206,-0.178919555007212,0.00308731876341461,0.249779410136504,-0.39212238627719,0.329957324062803,-0.071999129766499,negligible,-0.799991937666149,0.655993678133151,0.261324107099854,small,-0.482934689886576,1.00558290408628,-0.00362615860147005,negligible,-0.731383815179089,0.724131497976149
DLRVVLDZNNYCBX-RTPHMHGBSA-N,isomaltose,0.493740326771153,0.784784947740393,0.398323909556039,0.402723066725901,isomaltose,439193,C00252,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,isomaltose,isomaltose,-0.255324818262848,-0.410124458551135,-0.234910156084243,-0.409280055298522,-0.91141646105625,-0.236264857033537,0.304358451974964,small,-0.427599923014395,1.03631682696432,0.502472268480764,medium,-0.250223894991721,1.25516843195325,0.270367566396752,small,-0.460706808814951,1.00144194160846
DNVPQKQSNYMLRS-APGDWVJJSA-N,ergosterol,0.292103449834506,0.313582923967009,0.327193426311907,0.445812867700373,ergosterol,444679,C01694,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,ergosterol,ergosterol,-0.0671442354208818,0.340640819673937,0.0113103849050278,0.0549208968720887,-0.173173034849676,0.292971128543186,0.102677278554336,negligible,-0.625559151355351,0.830913708464023,-0.563756156327793,medium,-1.31942292415666,0.19191061150107,-0.0157502771839323,negligible,-0.743518619067639,0.712018064699775
DRAJWRKLRBNJRQ-UHFFFAOYSA-M,hydroxycarbamate.NIST,0.18751187657763,0.148623813289429,0.655567362741718,0.132105283347043,hydroxycarbamate NIST,16639161,C01563,C(=O)(NO)O,hydroxycarbamate.NIST,hydroxycarbamate.NIST,0.00747949514565249,0.122051088851972,-0.245364298270859,0.517161966896644,-0.29396976336122,0.325639370346881,-0.0145581619772315,negligible,-0.742324860465792,0.713208536511329,-0.322926562914747,small,-1.06884156615644,0.422988440326949,0.527365799264472,medium,-0.212933182930016,1.26766478145896
DSCFFEYYQKSRSV-FEPQRWDDSA-N,pinitol,0.435556979687527,0.546572905068348,0.4909287729567,0.36709509377525,pinitol,164619,C03844,COC1[C@@H]([C@H](C([C@@H]([C@@H]1O)O)O)O)O,pinitol,pinitol,-0.236995652787591,-0.212292717461334,0.537555176967098,1.04980934419649,0.8245908121193,0.27589032994925,0.214262743472703,small,-0.515579468595557,0.944104955540963,0.21553765516603,small,-0.527714619564727,0.958789929896787,-0.6383933697819,medium,-1.38445733022887,0.107670590665069
DTOSIQBPPRVQHS-PDBXOOCHSA-N,FA..18.3...linolenicacid.,0.828430669515843,0.951533166826957,0.714039487102936,0.473475711542339,FA (18:3) (linolenicacid) ,5280934,C06427,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,1.55_277.22,FA..18:3...linolenicacid.,0.205867456372866,0.270409675891962,0.112114874166654,0.0939199057290576,-0.407143921582848,-0.423343393183152,-0.201815577092906,small,-0.931422858674656,0.527791704488844,-0.318240128413456,small,-1.05058925487415,0.414108998047242,-0.130651552470358,negligible,-0.872546968655832,0.611243863715116
DUQDVNACTOXOJA-KTKXOIIHSA-N,PE..36.4.,0.115552812909797,0.0325185018155758,0.321722637765545,0.974764670565221,PE (36:4) ,52924875,C00350,CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN,5.24_738.50,PE..36:4.,0.280174792673678,0.132282176815018,0.453490353416505,0.0805005510855956,0.474344435984341,0.0467787804777657,-0.63906165376648,medium,-1.38516349094155,0.107040183408592,-0.255779594308565,small,-0.986506355947647,0.474947167330516,-1.03997769659124,large,-1.82953694986801,-0.250418443314464
